Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY12,OUT035,935.0323883040942
FDU15,OUT035,583.8145788617886
FDQ19,OUT046,3945.4325672131154
DRF15,OUT045,2453.7477006993017
DRE25,OUT019,219.21852093023256
FDK57,OUT018,1752.2524400000002
FDD33,OUT010,584.7577647727275
FDR34,OUT027,6280.890879999996
FDU04,OUT045,1827.8328454545453
FDE35,OUT019,165.91858165137603
NCD31,OUT035,2644.4778427083343
FDJ56,OUT035,1573.0706258064517
NCU53,OUT046,2286.4132673684217
FDD39,OUT035,3737.2957751824797
NCU17,OUT019,219.21852093023256
FDJ20,OUT046,2142.7435709401707
NCW41,OUT018,2232.847021848739
FDL52,OUT035,677.1027476190475
FDS39,OUT035,2309.200798000001
DRJ47,OUT045,2778.5893175257734
FDP13,OUT010,92.67548155339806
DRK39,OUT010,219.21852093023256
FDF28,OUT010,281.4820818181817
FDB09,OUT045,1827.8328454545453
FDM51,OUT046,1682.2122382352939
DRM49,OUT018,798.217603539823
DRF23,OUT013,2552.005235185186
DRH01,OUT035,2778.5893175257734
FDH12,OUT027,2517.8820884848496
FDA28,OUT019,281.4820818181817
FDW37,OUT018,1202.656733333333
FDF02,OUT046,1573.0706258064517
DRL37,OUT046,677.1027476190475
NCF43,OUT046,2309.200798000001
FDH08,OUT010,584.7577647727275
FDR34,OUT019,584.7577647727275
NCK19,OUT049,3391.5912527272717
NCD55,OUT018,507.04640366972507
FDT27,OUT049,3454.0625591549287
FDQ57,OUT045,2649.1102324324324
FDA47,OUT035,2503.501336448598
DRG15,OUT027,1378.2631852760737
FDE05,OUT018,2232.847021848739
FDN46,OUT046,1879.2570116129032
FDX27,OUT027,2517.8820884848496
FDT51,OUT045,1682.2122382352939
FDU33,OUT013,507.04640366972507
FDJ16,OUT027,1378.2631852760737
FDD20,OUT019,281.4820818181817
FDT36,OUT049,583.8145788617886
DRF15,OUT027,4117.3177126315795
FDN52,OUT010,219.21852093023256
FDC22,OUT027,5329.314724444444
FDX15,OUT045,3053.099877777778
FDT13,OUT013,2893.8398258992806
FDU04,OUT017,2243.669596721311
FDU31,OUT019,584.7577647727275
FDW59,OUT027,2517.8820884848496
NCO29,OUT046,2286.4132673684217
FDL15,OUT035,2644.4778427083343
FDI41,OUT049,2453.7477006993017
FDQ48,OUT049,1682.2122382352939
DRI39,OUT013,796.6402682539688
FDI08,OUT013,4034.300306896551
FDC21,OUT049,1879.2570116129032
FDF58,OUT035,935.0323883040942
FDS08,OUT010,425.9355914529916
FDE47,OUT045,1827.8328454545453
NCP18,OUT019,346.8972837209304
NCR41,OUT013,1682.2122382352939
FDA27,OUT013,4034.300306896551
FDA43,OUT035,3391.5912527272717
FDA49,OUT045,1458.4550080536917
NCE55,OUT018,3259.5620849056604
DRM49,OUT027,1378.2631852760737
FDF22,OUT027,5329.314724444444
FDQ15,OUT018,1202.656733333333
NCS54,OUT017,2778.5893175257734
NCY05,OUT013,507.04640366972507
FDR45,OUT046,3945.4325672131154
FDK57,OUT049,2142.7435709401707
FDF41,OUT010,584.7577647727275
FDV21,OUT046,2142.7435709401707
FDD51,OUT046,798.217603539823
FDF33,OUT046,1649.2997859999991
FDA38,OUT046,3643.519725984252
FDR56,OUT045,3130.004904950494
NCN41,OUT017,1987.251048648648
FDC60,OUT027,2517.8820884848496
FDB47,OUT045,3737.2957751824797
DRH01,OUT013,2778.5893175257734
FDW08,OUT046,1461.8437959999997
FDF38,OUT027,1378.2631852760737
FDY32,OUT017,2503.501336448598
FDG34,OUT049,1461.8437959999997
FDG47,OUT019,584.7577647727275
NCF18,OUT035,2939.348476190474
FDL39,OUT019,425.9355914529916
NCH55,OUT035,2243.669596721311
DRJ35,OUT049,796.6402682539688
FDS44,OUT035,3737.2957751824797
DRE01,OUT018,3327.9525829268296
FDY39,OUT013,3384.1080642424226
FDY32,OUT018,2232.847021848739
FDR33,OUT027,3242.0620715328478
NCP50,OUT049,1202.656733333333
FDZ47,OUT018,1372.6884907407414
FDU57,OUT049,2503.501336448598
FDY44,OUT013,2893.8398258992806
DRH59,OUT018,1103.1862133333336
FDB03,OUT027,6280.890879999996
FDY46,OUT045,2939.348476190474
FDM39,OUT045,2778.5893175257734
FDY36,OUT035,1103.1862133333336
NCM55,OUT035,3384.1080642424226
FDJ50,OUT010,165.91858165137603
DRL60,OUT013,2649.1102324324324
NCJ54,OUT049,4340.218358415841
FDX59,OUT017,583.8145788617886
FDI07,OUT013,2893.8398258992806
DRF51,OUT010,92.67548155339806
FDM14,OUT017,1649.2997859999991
FDP21,OUT045,3391.5912527272717
FDE40,OUT035,1103.1862133333336
FDE05,OUT035,2286.4132673684217
FDM13,OUT027,3242.0620715328478
FDC34,OUT027,4117.3177126315795
NCI55,OUT018,1752.2524400000002
NCE43,OUT018,2232.847021848739
FDW58,OUT018,1372.6884907407414
FDG60,OUT045,4340.218358415841
FDV31,OUT017,2552.005235185186
FDR47,OUT013,2893.8398258992806
FDM60,OUT019,92.67548155339806
NCF06,OUT018,3327.9525829268296
NCN26,OUT027,3242.0620715328478
FDQ59,OUT049,1202.656733333333
FDF09,OUT046,583.8145788617886
NCS06,OUT017,4034.300306896551
FDT44,OUT046,1922.1493817142846
FDI19,OUT017,4340.218358415841
FDT22,OUT017,935.0323883040942
NCF54,OUT027,4117.3177126315795
DRG25,OUT045,3391.5912527272717
FDB59,OUT017,2752.9709346534655
FDQ37,OUT017,3130.004904950494
FDP56,OUT035,798.217603539823
FDW44,OUT035,2778.5893175257734
FDJ26,OUT010,584.7577647727275
FDU43,OUT018,3327.9525829268296
FDW33,OUT045,1573.0706258064517
NCX53,OUT027,3242.0620715328478
FDN56,OUT010,346.8972837209304
DRF15,OUT049,2453.7477006993017
FDO33,OUT017,1922.1493817142846
FDZ39,OUT010,219.21852093023256
NCJ19,OUT017,935.0323883040942
FDU01,OUT035,2752.9709346534655
FDT12,OUT035,4340.218358415841
NCM18,OUT018,796.6402682539688
FDP19,OUT017,2142.7435709401707
NCR42,OUT049,583.8145788617886
FDN10,OUT046,1922.1493817142846
FDG44,OUT017,935.0323883040942
FDQ10,OUT046,2778.5893175257734
DRH13,OUT049,1573.0706258064517
FDT52,OUT013,3643.519725984252
FDM56,OUT045,1649.2997859999991
NCO43,OUT010,219.21852093023256
NCV29,OUT035,3259.5620849056604
NCF06,OUT013,4034.300306896551
FDO50,OUT035,1284.7897668711655
FDT59,OUT013,3945.4325672131154
FDX40,OUT027,1378.2631852760737
FDE50,OUT017,2752.9709346534655
FDX51,OUT017,3391.5912527272717
NCD30,OUT018,1372.6884907407414
FDK15,OUT013,1573.0706258064517
FDL12,OUT045,935.0323883040942
FDK46,OUT017,4433.304032653062
DRH49,OUT010,165.91858165137603
FDQ57,OUT046,2649.1102324324324
FDY59,OUT017,1435.9121343750003
FDO09,OUT018,3327.9525829268296
NCG30,OUT035,2142.7435709401707
FDM09,OUT017,2286.4132673684217
NCN17,OUT027,2517.8820884848496
NCS42,OUT013,1458.4550080536917
FDD02,OUT019,281.4820818181817
FDE34,OUT013,3384.1080642424226
FDU38,OUT045,3391.5912527272717
FDB33,OUT046,2644.4778427083343
NCJ29,OUT017,1284.7897668711655
FDZ27,OUT035,798.217603539823
FDI40,OUT013,1879.2570116129032
FDG22,OUT013,507.04640366972507
FDT51,OUT017,1682.2122382352939
FDF20,OUT018,2893.8398258992806
FDV50,OUT035,2142.7435709401707
FDT02,OUT049,583.8145788617886
DRC49,OUT017,2286.4132673684217
FDF26,OUT049,2286.4132673684217
FDV52,OUT035,2142.7435709401707
FDX59,OUT049,583.8145788617886
FDV25,OUT035,4340.218358415841
FDW23,OUT027,1378.2631852760737
FDE53,OUT018,1372.6884907407414
FDA19,OUT017,1987.251048648648
FDH22,OUT046,2142.7435709401707
NCO41,OUT013,1682.2122382352939
FDX12,OUT017,3945.4325672131154
FDF17,OUT013,2893.8398258992806
FDS11,OUT045,3643.519725984252
FDR51,OUT035,2503.501336448598
FDT49,OUT010,219.21852093023256
FDC56,OUT013,2142.7435709401707
FDR13,OUT027,3242.0620715328478
FDQ60,OUT035,2142.7435709401707
FDN38,OUT049,4034.300306896551
NCL29,OUT013,2503.501336448598
FDO13,OUT027,4117.3177126315795
FDE26,OUT018,2232.847021848739
FDA31,OUT010,425.9355914529916
FDX14,OUT035,1103.1862133333336
FDA34,OUT045,3259.5620849056604
FDF26,OUT013,2286.4132673684217
FDE38,OUT045,2286.4132673684217
DRI11,OUT046,1922.1493817142846
FDQ60,OUT027,3242.0620715328478
FDL21,OUT027,1378.2631852760737
DRC12,OUT027,5329.314724444444
FDC47,OUT046,3454.0625591549287
FDE57,OUT045,1827.8328454545453
FDT14,OUT045,1827.8328454545453
NCZ53,OUT046,3391.5912527272717
FDE28,OUT018,3327.9525829268296
FDR19,OUT035,2644.4778427083343
NCF54,OUT019,425.9355914529916
FDZ08,OUT046,1284.7897668711655
NCJ05,OUT018,2232.847021848739
FDF59,OUT046,1987.251048648648
NCO05,OUT035,1879.2570116129032
FDW24,OUT018,713.8586545454551
NCX42,OUT018,2232.847021848739
NCA53,OUT035,798.217603539823
FDI45,OUT019,425.9355914529916
FDG46,OUT046,1922.1493817142846
FDM20,OUT010,584.7577647727275
FDW11,OUT010,165.91858165137603
FDX08,OUT035,2778.5893175257734
NCK17,OUT035,677.1027476190475
FDK32,OUT018,2232.847021848739
NCA42,OUT035,2649.1102324324324
DRI01,OUT035,2552.005235185186
NCL55,OUT049,4034.300306896551
DRE25,OUT018,1372.6884907407414
FDD14,OUT017,3384.1080642424226
FDB10,OUT046,3454.0625591549287
DRN11,OUT035,2503.501336448598
FDP38,OUT018,713.8586545454551
NCA30,OUT017,2939.348476190474
FDT15,OUT017,3384.1080642424226
NCP55,OUT018,796.6402682539688
FDF12,OUT035,2286.4132673684217
FDM21,OUT018,3327.9525829268296
FDX56,OUT035,3737.2957751824797
FDF10,OUT017,3053.099877777778
FDT32,OUT045,2939.348476190474
FDM51,OUT018,1372.6884907407414
NCR50,OUT018,2232.847021848739
FDI19,OUT049,4340.218358415841
FDX21,OUT017,1649.2997859999991
FDR31,OUT035,2286.4132673684217
FDY02,OUT013,4034.300306896551
NCA29,OUT045,3259.5620849056604
NCX17,OUT046,3454.0625591549287
FDM12,OUT045,2939.348476190474
FDI53,OUT027,4117.3177126315795
NCU30,OUT049,2286.4132673684217
FDC56,OUT027,3242.0620715328478
FDK27,OUT018,1752.2524400000002
NCK18,OUT017,2649.1102324324324
FDB52,OUT019,584.7577647727275
DRG25,OUT027,5329.314724444444
FDZ13,OUT049,713.8586545454551
FDB57,OUT019,584.7577647727275
FDR40,OUT046,1435.9121343750003
NCO14,OUT019,92.67548155339806
NCN19,OUT045,2752.9709346534655
FDQ28,OUT019,346.8972837209304
FDO13,OUT018,2232.847021848739
FDK48,OUT013,1435.9121343750003
FDU07,OUT018,2232.847021848739
FDW20,OUT046,2243.669596721311
FDV12,OUT010,219.21852093023256
FDH24,OUT013,2453.7477006993017
FDV59,OUT049,4340.218358415841
FDK57,OUT045,1827.8328454545453
FDL16,OUT027,1378.2631852760737
NCQ17,OUT046,2503.501336448598
FDJ15,OUT018,3384.1080642424226
FDX24,OUT049,1202.656733333333
FDT47,OUT046,1682.2122382352939
FDT10,OUT049,796.6402682539688
FDZ37,OUT018,1202.656733333333
FDW43,OUT027,6280.890879999996
DRN36,OUT017,1573.0706258064517
FDJ14,OUT045,1435.9121343750003
FDA32,OUT013,3945.4325672131154
FDJ38,OUT019,482.6995426229507
FDQ57,OUT017,2649.1102324324324
NCQ41,OUT019,482.6995426229507
FDG56,OUT049,796.6402682539688
DRC13,OUT027,3242.0620715328478
FDV55,OUT035,2644.4778427083343
FDQ49,OUT045,2453.7477006993017
FDE29,OUT010,165.91858165137603
FDR03,OUT013,3945.4325672131154
FDD45,OUT049,1202.656733333333
FDN38,OUT010,584.7577647727275
FDT56,OUT046,935.0323883040942
FDT48,OUT045,3391.5912527272717
FDU03,OUT049,3384.1080642424226
FDC56,OUT010,281.4820818181817
NCO43,OUT027,2517.8820884848496
FDQ27,OUT017,1879.2570116129032
FDR03,OUT046,3945.4325672131154
DRH23,OUT010,165.91858165137603
FDG22,OUT045,677.1027476190475
NCJ42,OUT013,1682.2122382352939
FDR24,OUT046,1458.4550080536917
FDW60,OUT035,3259.5620849056604
FDJ08,OUT013,2893.8398258992806
DRL59,OUT018,713.8586545454551
FDG60,OUT010,584.7577647727275
FDW27,OUT017,2503.501336448598
FDX14,OUT018,1202.656733333333
FDC20,OUT013,796.6402682539688
NCS29,OUT018,3327.9525829268296
FDJ56,OUT046,1573.0706258064517
FDB20,OUT019,165.91858165137603
FDL28,OUT027,6280.890879999996
FDW01,OUT018,2232.847021848739
FDL03,OUT046,3130.004904950494
FDX22,OUT049,3643.519725984252
FDJ21,OUT035,2644.4778427083343
FDR31,OUT045,2286.4132673684217
FDG21,OUT035,3053.099877777778
FDS22,OUT027,1378.2631852760737
FDK08,OUT035,1879.2570116129032
FDE17,OUT018,2232.847021848739
NCN30,OUT017,1682.2122382352939
FDT50,OUT046,1879.2570116129032
NCX42,OUT049,2649.1102324324324
FDJ12,OUT035,4340.218358415841
NCA18,OUT027,3242.0620715328478
FDP23,OUT019,584.7577647727275
FDX12,OUT013,3945.4325672131154
FDN40,OUT018,2232.847021848739
FDV48,OUT035,1435.9121343750003
NCY54,OUT013,2778.5893175257734
FDL16,OUT010,92.67548155339806
FDR45,OUT018,3327.9525829268296
FDJ52,OUT046,2649.1102324324324
DRG01,OUT017,1284.7897668711655
FDP52,OUT013,3454.0625591549287
FDU58,OUT017,3391.5912527272717
FDL02,OUT045,1879.2570116129032
FDG28,OUT013,4340.218358415841
FDA19,OUT035,1987.251048648648
FDW46,OUT027,1378.2631852760737
NCD43,OUT049,1682.2122382352939
DRG39,OUT013,713.8586545454551
NCF55,OUT049,583.8145788617886
FDJ07,OUT046,1922.1493817142846
FDE08,OUT046,2644.4778427083343
FDP56,OUT019,92.67548155339806
FDT45,OUT045,935.0323883040942
FDF17,OUT018,2893.8398258992806
FDX44,OUT046,1458.4550080536917
FDM28,OUT027,5329.314724444444
FDI36,OUT049,3130.004904950494
FDS07,OUT045,1827.8328454545453
FDD36,OUT045,1827.8328454545453
FDW11,OUT046,935.0323883040942
FDN40,OUT049,2286.4132673684217
NCQ18,OUT049,1879.2570116129032
NCQ54,OUT017,3053.099877777778
NCS42,OUT045,1435.9121343750003
DRH39,OUT010,165.91858165137603
FDC09,OUT027,2517.8820884848496
FDT08,OUT010,346.8972837209304
FDC08,OUT035,3737.2957751824797
FDT20,OUT017,583.8145788617886
FDS35,OUT035,1103.1862133333336
FDX58,OUT018,3384.1080642424226
FDW58,OUT046,1573.0706258064517
DRD27,OUT046,1573.0706258064517
FDH32,OUT019,219.21852093023256
FDS26,OUT035,4433.304032653062
FDQ31,OUT046,1435.9121343750003
FDP11,OUT018,3327.9525829268296
FDD58,OUT017,1573.0706258064517
FDM33,OUT045,3737.2957751824797
FDZ16,OUT049,3130.004904950494
NCS29,OUT010,584.7577647727275
NCM18,OUT019,165.91858165137603
FDP11,OUT049,3454.0625591549287
NCC42,OUT017,2309.200798000001
DRM23,OUT046,2552.005235185186
NCN55,OUT027,6280.890879999996
FDK46,OUT013,4433.304032653062
FDR01,OUT046,3391.5912527272717
NCA05,OUT045,2453.7477006993017
NCP43,OUT017,2778.5893175257734
FDR12,OUT010,425.9355914529916
FDQ01,OUT013,4034.300306896551
FDM13,OUT046,1987.251048648648
FDQ19,OUT017,3945.4325672131154
FDK56,OUT019,482.6995426229507
NCX06,OUT010,482.6995426229507
FDO56,OUT027,3242.0620715328478
FDU45,OUT045,1827.8328454545453
FDI16,OUT019,165.91858165137603
FDL32,OUT046,1922.1493817142846
FDA07,OUT046,2243.669596721311
FDA14,OUT045,3053.099877777778
FDV46,OUT027,3242.0620715328478
NCO07,OUT035,3643.519725984252
NCP41,OUT046,1682.2122382352939
FDY60,OUT018,1752.2524400000002
FDN38,OUT017,4034.300306896551
FDO15,OUT046,1103.1862133333336
FDT60,OUT013,2142.7435709401707
FDA55,OUT035,3643.519725984252
FDE02,OUT010,219.21852093023256
DRJ39,OUT049,4340.218358415841
FDV34,OUT035,1103.1862133333336
FDS20,OUT027,5329.314724444444
FDF02,OUT027,2517.8820884848496
FDW40,OUT017,2309.200798000001
NCB43,OUT046,2939.348476190474
FDR58,OUT017,1435.9121343750003
DRJ59,OUT035,677.1027476190475
NCD30,OUT017,1461.8437959999997
FDE14,OUT017,1682.2122382352939
FDC28,OUT018,1372.6884907407414
FDU16,OUT018,1202.656733333333
NCD19,OUT035,935.0323883040942
FDU21,OUT046,583.8145788617886
FDV59,OUT027,5329.314724444444
FDU03,OUT045,3384.1080642424226
FDC33,OUT010,584.7577647727275
NCR42,OUT035,583.8145788617886
DRH59,OUT035,1103.1862133333336
NCM31,OUT035,2309.200798000001
FDS50,OUT035,4340.218358415841
FDP39,OUT046,935.0323883040942
FDQ55,OUT013,1922.1493817142846
FDV36,OUT019,281.4820818181817
FDI05,OUT027,2517.8820884848496
FDS45,OUT027,2517.8820884848496
FDA39,OUT045,677.1027476190475
FDC37,OUT010,281.4820818181817
FDJ60,OUT027,4117.3177126315795
DRQ35,OUT046,1987.251048648648
NCJ06,OUT046,2243.669596721311
NCY42,OUT018,2232.847021848739
DRM37,OUT049,3130.004904950494
FDR14,OUT045,713.8586545454551
FDE51,OUT049,677.1027476190475
FDT33,OUT017,2286.4132673684217
FDR08,OUT013,1922.1493817142846
FDE36,OUT010,425.9355914529916
FDL22,OUT019,219.21852093023256
FDR44,OUT013,2142.7435709401707
FDI56,OUT019,219.21852093023256
FDE47,OUT010,281.4820818181817
FDV27,OUT010,219.21852093023256
FDV10,OUT049,677.1027476190475
FDC40,OUT045,1284.7897668711655
NCX41,OUT013,3945.4325672131154
NCQ38,OUT027,2517.8820884848496
FDV12,OUT027,2517.8820884848496
FDE52,OUT017,1435.9121343750003
FDG20,OUT027,4117.3177126315795
FDV16,OUT027,1378.2631852760737
FDI32,OUT017,1922.1493817142846
FDJ32,OUT049,796.6402682539688
FDN39,OUT018,2232.847021848739
FDY34,OUT017,2649.1102324324324
FDC14,OUT035,677.1027476190475
FDA55,OUT017,3643.519725984252
FDZ50,OUT010,482.6995426229507
DRG13,OUT049,2644.4778427083343
FDP01,OUT013,2453.7477006993017
NCG54,OUT017,3259.5620849056604
FDM13,OUT045,1827.8328454545453
NCO18,OUT027,5329.314724444444
NCW41,OUT013,3053.099877777778
FDM52,OUT027,4117.3177126315795
NCF55,OUT035,583.8145788617886
FDT09,OUT046,2243.669596721311
NCM19,OUT035,1461.8437959999997
FDW12,OUT018,2232.847021848739
FDP15,OUT019,584.7577647727275
FDK36,OUT045,713.8586545454551
FDZ25,OUT035,2552.005235185186
NCW06,OUT049,3130.004904950494
FDW60,OUT046,3259.5620849056604
DRC49,OUT013,2286.4132673684217
NCT17,OUT035,3391.5912527272717
NCN06,OUT018,2232.847021848739
FDC45,OUT013,3259.5620849056604
DRJ47,OUT019,425.9355914529916
NCF06,OUT045,4034.300306896551
FDE21,OUT010,281.4820818181817
DRG27,OUT013,507.04640366972507
FDW40,OUT049,2309.200798000001
NCO53,OUT046,3384.1080642424226
FDE23,OUT049,677.1027476190475
FDQ16,OUT046,1649.2997859999991
FDS26,OUT045,4433.304032653062
FDZ13,OUT010,92.67548155339806
FDS14,OUT049,2286.4132673684217
FDC10,OUT045,1827.8328454545453
FDY16,OUT049,3384.1080642424226
FDJ20,OUT035,2142.7435709401707
FDV43,OUT035,677.1027476190475
FDZ32,OUT027,2517.8820884848496
FDR23,OUT046,2778.5893175257734
FDN24,OUT035,935.0323883040942
FDE34,OUT027,5329.314724444444
FDU31,OUT013,3643.519725984252
FDW33,OUT018,1372.6884907407414
FDU26,OUT046,1922.1493817142846
FDE20,OUT027,4117.3177126315795
NCW05,OUT035,1879.2570116129032
FDB22,OUT018,2232.847021848739
FDO56,OUT046,1922.1493817142846
FDA19,OUT027,3242.0620715328478
DRI39,OUT045,935.0323883040942
FDH52,OUT018,796.6402682539688
FDZ50,OUT035,3384.1080642424226
NCN42,OUT035,2453.7477006993017
FDB53,OUT013,3053.099877777778
DRG11,OUT017,1461.8437959999997
DRK11,OUT027,4117.3177126315795
FDQ60,OUT017,2142.7435709401707
FDT36,OUT017,583.8145788617886
DRG25,OUT018,3384.1080642424226
DRJ23,OUT046,2939.348476190474
FDG05,OUT035,2286.4132673684217
NCK06,OUT018,1752.2524400000002
FDU52,OUT017,2286.4132673684217
FDW07,OUT018,1202.656733333333
NCM17,OUT045,677.1027476190475
FDA22,OUT045,2286.4132673684217
NCA41,OUT018,2893.8398258992806
FDF38,OUT035,677.1027476190475
FDH52,OUT046,935.0323883040942
FDY58,OUT019,584.7577647727275
FDZ16,OUT045,3130.004904950494
NCM18,OUT017,935.0323883040942
FDA22,OUT018,2232.847021848739
NCJ43,OUT035,2552.005235185186
FDI34,OUT027,6280.890879999996
FDG56,OUT046,935.0323883040942
FDS34,OUT046,1922.1493817142846
DRC01,OUT035,713.8586545454551
FDQ04,OUT035,677.1027476190475
FDK04,OUT035,935.0323883040942
FDT51,OUT049,1682.2122382352939
FDV26,OUT017,3130.004904950494
FDS04,OUT049,2309.200798000001
FDW43,OUT018,3327.9525829268296
FDQ28,OUT010,346.8972837209304
NCK06,OUT017,2243.669596721311
FDS23,OUT018,1752.2524400000002
FDZ36,OUT019,482.6995426229507
FDE56,OUT018,796.6402682539688
FDW10,OUT027,4117.3177126315795
NCN14,OUT045,3384.1080642424226
NCQ18,OUT045,1879.2570116129032
FDW08,OUT017,1649.2997859999991
FDU43,OUT035,4340.218358415841
FDR33,OUT010,281.4820818181817
FDM24,OUT010,346.8972837209304
NCZ05,OUT046,1879.2570116129032
NCV41,OUT035,1922.1493817142846
FDV11,OUT018,2552.005235185186
NCY05,OUT035,583.8145788617886
FDV44,OUT018,2893.8398258992806
FDW32,OUT049,1458.4550080536917
NCU18,OUT027,3242.0620715328478
NCC43,OUT035,4034.300306896551
FDW19,OUT013,1682.2122382352939
FDN31,OUT035,2939.348476190474
FDI48,OUT045,713.8586545454551
FDS24,OUT017,1284.7897668711655
FDF46,OUT049,1922.1493817142846
DRG23,OUT017,2286.4132673684217
FDG14,OUT018,2232.847021848739
NCY30,OUT049,2778.5893175257734
FDO28,OUT018,1752.2524400000002
DRD24,OUT035,2309.200798000001
FDI33,OUT049,1202.656733333333
FDN32,OUT046,2752.9709346534655
FDR16,OUT045,3737.2957751824797
FDF26,OUT046,2286.4132673684217
NCN29,OUT018,713.8586545454551
FDE20,OUT045,2649.1102324324324
FDA46,OUT046,2939.348476190474
FDU28,OUT045,2939.348476190474
FDQ48,OUT045,1461.8437959999997
FDV36,OUT013,2243.669596721311
FDR14,OUT018,796.6402682539688
FDP23,OUT017,3945.4325672131154
FDP56,OUT013,713.8586545454551
FDK48,OUT010,165.91858165137603
FDR48,OUT046,2503.501336448598
NCY29,OUT049,796.6402682539688
FDM22,OUT018,796.6402682539688
DRJ01,OUT013,2503.501336448598
FDZ43,OUT045,4340.218358415841
FDV03,OUT035,2644.4778427083343
FDX11,OUT027,5329.314724444444
NCA41,OUT027,5329.314724444444
FDE38,OUT017,2286.4132673684217
FDI27,OUT018,798.217603539823
FDN32,OUT013,2752.9709346534655
NCN43,OUT017,2243.669596721311
FDB47,OUT027,5329.314724444444
FDV03,OUT017,2644.4778427083343
NCN30,OUT045,1682.2122382352939
NCV54,OUT010,281.4820818181817
FDV07,OUT013,1461.8437959999997
FDP07,OUT049,3130.004904950494
FDK48,OUT018,1103.1862133333336
FDM15,OUT019,346.8972837209304
FDY19,OUT027,3242.0620715328478
FDK46,OUT046,4433.304032653062
FDY11,OUT045,1103.1862133333336
FDH09,OUT046,713.8586545454551
FDO08,OUT027,4117.3177126315795
FDU14,OUT013,4433.304032653062
FDD22,OUT027,3242.0620715328478
FDM27,OUT017,3053.099877777778
FDL02,OUT027,2517.8820884848496
NCA17,OUT035,2453.7477006993017
FDE38,OUT019,425.9355914529916
NCG07,OUT049,2939.348476190474
DRC27,OUT013,3643.519725984252
FDA27,OUT035,4034.300306896551
FDW40,OUT045,1827.8328454545453
DRI11,OUT013,1922.1493817142846
FDN50,OUT046,1682.2122382352939
FDR12,OUT046,2778.5893175257734
FDT34,OUT027,2517.8820884848496
FDW11,OUT035,935.0323883040942
NCO30,OUT027,5329.314724444444
FDZ34,OUT017,3391.5912527272717
FDU45,OUT017,1922.1493817142846
NCD42,OUT035,583.8145788617886
FDX25,OUT045,3384.1080642424226
NCR29,OUT046,935.0323883040942
FDX43,OUT019,425.9355914529916
FDB04,OUT010,219.21852093023256
FDR49,OUT027,1378.2631852760737
FDS39,OUT018,1752.2524400000002
FDW58,OUT045,1573.0706258064517
FDG22,OUT019,92.67548155339806
FDG31,OUT017,935.0323883040942
NCV53,OUT027,6280.890879999996
DRJ37,OUT035,2286.4132673684217
FDV07,OUT035,1461.8437959999997
FDW52,OUT018,2232.847021848739
FDT15,OUT045,3384.1080642424226
FDD02,OUT018,1752.2524400000002
FDM16,OUT035,1103.1862133333336
NCE55,OUT046,2552.005235185186
FDB57,OUT018,3327.9525829268296
FDQ04,OUT013,507.04640366972507
FDQ47,OUT019,92.67548155339806
FDY14,OUT019,584.7577647727275
DRK37,OUT017,3391.5912527272717
FDO25,OUT017,3737.2957751824797
FDL57,OUT046,4034.300306896551
NCK29,OUT018,1752.2524400000002
FDK46,OUT027,6280.890879999996
NCB43,OUT010,482.6995426229507
DRE01,OUT027,6280.890879999996
FDC46,OUT018,3384.1080642424226
FDQ23,OUT045,1573.0706258064517
FDX38,OUT049,713.8586545454551
FDG60,OUT018,3327.9525829268296
FDW55,OUT017,3945.4325672131154
FDP39,OUT013,713.8586545454551
FDB20,OUT018,1458.4550080536917
FDV21,OUT017,2142.7435709401707
FDZ02,OUT013,1682.2122382352939
FDP19,OUT027,3242.0620715328478
FDA38,OUT035,3643.519725984252
FDH22,OUT045,1827.8328454545453
DRM11,OUT045,4433.304032653062
FDO12,OUT027,5329.314724444444
FDT14,OUT049,2142.7435709401707
FDW34,OUT010,584.7577647727275
FDG04,OUT027,5329.314724444444
FDW59,OUT018,1202.656733333333
FDR33,OUT018,1372.6884907407414
FDP32,OUT013,2142.7435709401707
FDL13,OUT027,6280.890879999996
FDD22,OUT013,1922.1493817142846
FDV40,OUT027,1378.2631852760737
NCD55,OUT046,677.1027476190475
FDQ20,OUT010,92.67548155339806
FDD28,OUT045,935.0323883040942
FDC39,OUT045,3737.2957751824797
NCR17,OUT049,1922.1493817142846
DRO35,OUT018,1752.2524400000002
FDF40,OUT049,4034.300306896551
FDR31,OUT018,2232.847021848739
NCQ41,OUT017,2752.9709346534655
FDP38,OUT046,713.8586545454551
NCU54,OUT027,5329.314724444444
FDG22,OUT018,507.04640366972507
DRK59,OUT013,3454.0625591549287
FDC37,OUT046,1649.2997859999991
NCO42,OUT013,2453.7477006993017
NCT42,OUT017,2649.1102324324324
FDX27,OUT035,1284.7897668711655
FDV40,OUT018,1103.1862133333336
FDT45,OUT027,1378.2631852760737
FDS47,OUT019,219.21852093023256
FDR45,OUT035,3945.4325672131154
FDB03,OUT045,3737.2957751824797
FDO49,OUT035,935.0323883040942
FDU60,OUT027,4117.3177126315795
FDB26,OUT018,713.8586545454551
FDB46,OUT017,3737.2957751824797
FDQ37,OUT019,482.6995426229507
FDN03,OUT017,4034.300306896551
NCX30,OUT045,4034.300306896551
FDK32,OUT019,346.8972837209304
DRM47,OUT013,2893.8398258992806
NCO02,OUT046,1103.1862133333336
FDP04,OUT013,1103.1862133333336
NCO43,OUT049,1461.8437959999997
FDD59,OUT013,1435.9121343750003
